,Name,global_id,TypeObject,AdmArea,District,Address,SeatsCount,Longitude_WGS84,Latitude_WGS84,geoData
9252,СТОЛОВАЯ при общежитии МГУ,637552120,столовая,Западный административный округ,район Раменки,"город Москва, Ломоносовский проспект, дом 27, корпус 11",120,37.513269,55.696083,"{type=Point, coordinates=[37.513269, 55.696083]}"
9280,FOOD POINT,637552996,столовая,Северо-Восточный административный округ,район Северный,"город Москва, Долгопрудненское шоссе, дом 3",150,37.534857,55.921632,"{type=Point, coordinates=[37.534857, 55.921632]}"
9285,Столовая в школе 2045 корп. 2312,637553180,столовая,Зеленоградский административный округ,район Крюково,"город Москва, город Зеленоград, корпус 2312",290,37.19151,55.968277,"{type=Point, coordinates=[37.19151, 55.968277]}"
9320,Свэна,637554288,столовая,Северный административный округ,Хорошёвский район,"город Москва, 2-й Хорошёвский проезд, дом 7, строение 1",40,37.5320953520866,55.772148533444,"{type=Point, coordinates=[37.5320953520866, 55.772148533444]}"
9342,Школа,639249306,столовая,Центральный административный округ,Пресненский район,"город Москва, Новопресненский переулок, дом 6",30,37.575282624040895,55.766544896029174,"{type=Point, coordinates=[37.575282624040895, 55.76654489602917]}"
9345,Суши-лавка «Японский пес»,639249327,столовая,Южный административный округ,район Чертаново Южное,"город Москва, улица Газопровод, дом 1, корпус 6А",5,37.60334699501354,55.59424434781353,"{type=Point, coordinates=[37.60334699501354, 55.59424434781353]}"
9347,Закусочная,639249331,столовая,Южный административный округ,район Бирюлёво Западное,"Медынская улица, дом 7А, корпус 1",0,37.648113606076315,55.58666636958876,"{type=Point, coordinates=[37.64811360607631, 55.586666369588755]}"
9348,Школа гимназия 1534,639249344,столовая,Юго-Западный административный округ,Академический район,"город Москва, улица Гримау, владение 11А",16,37.58151590205449,55.68716927884889,"{type=Point, coordinates=[37.58151590205449, 55.68716927884889]}"
9361,СТ ШК.2013 «ШКОЛЬНИК-ЮЗ»,639249418,столовая,Юго-Западный административный округ,район Коньково,"Профсоюзная улица, дом 118Б, корпус 1",220,37.51996651702263,55.636411157230754,"{type=Point, coordinates=[37.51996651702263, 55.636411157230754]}"
9370,Столовая при ГОУ СОШ № 700,639249501,столовая,Западный административный округ,район Филёвский Парк,"город Москва, улица Барклая, дом 5А",120,37.50213796337599,55.7389523419343,"{type=Point, coordinates=[37.502137963375986, 55.7389523419343]}"
9397,СТОЛОВАЯ при Автокомбинате № 12,639249669,столовая,Юго-Западный административный округ,Обручевский район,"улица Обручева, дом 23, строение 1",40,37.531252,55.65845,"{type=Point, coordinates=[37.531252, 55.65845]}"
9402,Столовая «Вкусно поесть»,639249686,столовая,Центральный административный округ,Пресненский район,"Вспольный переулок, дом 19/20, строение 1",100,37.58797436539612,55.76239792636279,"{type=Point, coordinates=[37.58797436539612, 55.76239792636278]}"
9407,Столовая,639249718,столовая,Южный административный округ,Даниловский район,"улица Ленинская Слобода, дом 26, строение 5",160,37.65309443579636,55.711353431356194,"{type=Point, coordinates=[37.65309443579637, 55.711353431356194]}"
