,Unnamed: 0,Name,global_id,TypeObject,AdmArea,District,Address,SeatsCount,Longitude_WGS84,Latitude_WGS84,geoData,SeatClass
213,1153,ФРАТЕЛЛО,637432851,ресторан,Западный административный округ,район Дорогомилово,"город Москва, Студенческая улица, дом 19, корпус 1",30,37.54958119156769,55.742541962165106,"{type=Point, coordinates=[37.5495811915677, 55.7425419621651]}",Маленький
214,1167,Гурман,637433446,ресторан,Северо-Восточный административный округ,район Марьина Роща,"город Москва, улица Сущёвский Вал, дом 3/5А",98,37.59023909746423,55.79306618923975,"{type=Point, coordinates=[37.59023909746422, 55.79306618923975]}",Средний
215,1173,Якитория,637433698,ресторан,Северо-Западный административный округ,район Южное Тушино,"город Москва, Сходненская улица, дом 25",130,37.438736222845705,55.8450224831041,"{type=Point, coordinates=[37.4387362228457, 55.8450224831041]}",Большой
216,1184,Шах-Даг,637434269,ресторан,Северный административный округ,район Западное Дегунино,"город Москва, Талдомская улица, дом 13",105,37.520806454284205,55.8732866314062,"{type=Point, coordinates=[37.5208064542842, 55.8732866314062]}",Средний
217,1201,Домино'с Пицца,637435013,ресторан,Северный административный округ,Тимирязевский район,"город Москва, Тимирязевская улица, дом 19",10,37.56624499999999,55.812847,"{type=Point, coordinates=[37.56624499999998, 55.812847]}",Маленький
218,1206,Ресторан «Китайские новости»,637435159,ресторан,Центральный административный округ,Пресненский район,"город Москва, улица Спиридоновка, дом 25/20, строение 1",40,37.58906740414473,55.76271033369563,"{type=Point, coordinates=[37.58906740414473, 55.76271033369563]}",Маленький
219,1213,Моди,637435544,ресторан,Центральный административный округ,район Арбат,"город Москва, Трубниковский переулок, дом 11",80,37.58636252706752,55.753242213723844,"{type=Point, coordinates=[37.58636252706752, 55.75324221372384]}",Средний
220,1214,Не горюй,637435605,ресторан,Центральный административный округ,район Арбат,"город Москва, Трубниковский переулок, дом 11",40,37.58636252706752,55.753242213723844,"{type=Point, coordinates=[37.58636252706752, 55.75324221372384]}",Маленький
221,1216,Гамбринус,637435649,ресторан,Центральный административный округ,Таганский район,"город Москва, улица Сергия Радонежского, дом 8",85,37.675323151212496,55.746612302831686,"{type=Point, coordinates=[37.6753231512125, 55.7466123028317]}",Средний
222,1218,Ресторан «Ньокки»,637435703,ресторан,Южный административный округ,Даниловский район,"город Москва, Большая Тульская улица, дом 2",60,37.620761,55.709028,"{type=Point, coordinates=[37.620761, 55.709028]}",Маленький
223,1230,Штирбирлиц,637436296,ресторан,Центральный административный округ,Пресненский район,"город Москва, улица 1905 Года, дом 4",48,37.561332575372795,55.765463575319245,"{type=Point, coordinates=[37.5613325753728, 55.76546357531924]}",Маленький
224,1234,ХАЧАПУРИ,637436499,ресторан,Западный административный округ,район Дорогомилово,"город Москва, Украинский бульвар, дом 7",50,37.566837993996494,55.747652528538396,"{type=Point, coordinates=[37.5668379939965, 55.7476525285384]}",Маленький
225,1235,Колхи,637436534,ресторан,Северный административный округ,район Сокол,"город Москва, Новопесчаная улица, дом 16, корпус 1",65,37.511581,55.79564176894202,"{type=Point, coordinates=[37.511581, 55.79564176894202]}",Маленький
226,1265,Кружка,637437720,ресторан,Северный административный округ,район Левобережный,"город Москва, Фестивальная улица, дом 13, корпус 1",60,37.47703510558217,55.85571231636263,"{type=Point, coordinates=[37.47703510558218, 55.85571231636263]}",Маленький
227,1276,Белый Журавль,637438196,ресторан,Центральный административный округ,район Хамовники,"город Москва, Фрунзенская набережная, дом 14",80,37.5933555072607,55.730816986184905,"{type=Point, coordinates=[37.5933555072607, 55.7308169861849]}",Средний
228,1279,ФРЕСКО,637438265,ресторан,Центральный административный округ,район Хамовники,"город Москва, 1-я Фрунзенская улица, дом 8",70,37.584968593221696,55.7279126110363,"{type=Point, coordinates=[37.5849685932217, 55.7279126110363]}",Средний
229,1284,Келья,637438461,ресторан,Центральный административный округ,район Хамовники,"город Москва, переулок Сивцев Вражек, дом 3",30,37.598645961103614,55.747088308840105,"{type=Point, coordinates=[37.598645961103614, 55.7470883088401]}",Маленький
