,Name,global_id,TypeObject,AdmArea,District,Address,SeatsCount,Longitude_WGS84,Latitude_WGS84,geoData
1270,Америкэн сити пицца,637437931,to go,Западный административный округ,район Фили-Давыдково,"город Москва, Малая Филёвская улица, дом 30",14,37.459800302744,55.73516420956531,"{type=Point, coordinates=[37.459800302744, 55.73516420956531]}"
1332,Суши Вок,637440323,to go,Северо-Восточный административный округ,район Лианозово,"город Москва, Череповецкая улица, дом 15",12,37.58485410595757,55.8993496843592,"{type=Point, coordinates=[37.58485410595757, 55.899349684359194]}"
1333,Суши WoK,637440352,to go,Восточный административный округ,район Преображенское,"город Москва, Большая Черкизовская улица, дом 5, корпус 1",0,37.72043695383272,55.79742900296749,"{type=Point, coordinates=[37.72043695383272, 55.79742900296749]}"
1334,Хлеб-мясо на углях,637440354,to go,Восточный административный округ,район Гольяново,"город Москва, Хабаровская улица, дом 12/23",7,37.82677373286385,55.821743877934495,"{type=Point, coordinates=[37.82677373286385, 55.821743877934495]}"
1385,КофеМаркет,637463331,to go,Центральный административный округ,район Якиманка,"город Москва, улица Шаболовка, дом 20",0,37.60956203268393,55.72156282782143,"{type=Point, coordinates=[37.609562032683925, 55.72156282782142]}"
1386,Доноретта,637463333,to go,Центральный административный округ,район Якиманка,"город Москва, улица Шаболовка, дом 20",0,37.60956203268393,55.72156282782143,"{type=Point, coordinates=[37.609562032683925, 55.72156282782142]}"
1389,Кулинарная лавка братьев Караваевых,637463517,to go,Центральный административный округ,район Якиманка,"город Москва, улица Шаболовка, дом 29, корпус 2",24,37.610658387858564,55.72171018768508,"{type=Point, coordinates=[37.61065838785857, 55.721710187685076]}"
1399,СУШИ САМ,637463948,to go,Юго-Западный административный округ,Академический район,"город Москва, проспект 60-летия Октября, дом 29, корпус 1",9,37.57561327171696,55.6892613356679,"{type=Point, coordinates=[37.57561327171696, 55.6892613356679]}"
1400,"Выпечка, Шаурма",637463975,to go,Юго-Западный административный округ,Академический район,"город Москва, проспект 60-летия Октября, дом 29, корпус 1",0,37.575700543982094,55.6895556229772,"{type=Point, coordinates=[37.5757005439821, 55.6895556229772]}"
1417,Шаурма,637464593,to go,Восточный административный округ,район Северное Измайлово,"город Москва, Щёлковское шоссе, дом 56/72",2,37.79961535421123,55.80979109157447,"{type=Point, coordinates=[37.79961535421123, 55.80979109157447]}"
1425,Пиццерия «Домино'с Пицца»,637464947,to go,Южный административный округ,район Бирюлёво Восточное,"город Москва, Элеваторная улица, дом 8",14,37.658681618743856,55.60113665495479,"{type=Point, coordinates=[37.658681618743856, 55.60113665495479]}"
